id;label;category
30329;Salmonids, frozen, nes;1
30331;Halibut, frozen;1
30332;Plaice, frozen;1
30333;Sole, frozen;1
30339;Flatfish, frozen;1
30341;Albacore, frozen;1
30342;Yellowfin tuna, frozen;1
30343;Bonito, frozen;1
30349;Tuna, frozen, nes;1
30350;Herring, frozen;1
30360;Cod, frozen;1
30371;Sardines, frozen;1
30372;Haddock, frozen;1
30373;Pollock, frozen;1
30374;Mackerel, frozen;1
30375;Sharks, frozen;1
30376;Eels, frozen;1
30377;Sea bass, frozen;1
30378;Hake, frozen;1
30379;Whole fish, frozen, nes;1
30380;Fish roes & livers, frozen;1
30410;Fish meat, not liver or roe;1
30420;Fish fillets, frozen;1
30490;Other fish meat, frozen;1
30510;Fish flours, meals, and pellets;1
30520;Dried/smoked/salted livers and roes;1
30530;Dried/salted fish fillets;1
30541;Smoked salmon;1
30542;Smoked herrings;1
30549;Other smoked fish;1
30551;Dried cod;1
30559;Dried fish, not cod;1
30561;Salted herrings;1
30562;Salted cod;1
30563;Salted anchovies;1
30569;Salted fish, nes;1
30611;Crawfish, frozen;1
30612;Lobsters, frozen;1
30613;Shrimps, frozen;1
30614;Crabs, frozen;1
30619;Crustaceans, frozen, nes;1
30621;Crawfish;1
30622;Lobsters;1
30623;Shrimps;1
30624;Crabs;1
30629;Crustaceans, nes;1
30710;Oysters;1
30721;Live scallops;1
30729;Scallops, not live;1
30731;Mussels;1
30739;Mussels (frozen/salted/dried);1
30741;Squid;1
30749;Squid (frozen/salted/dried);1
30751;Octopus;1
30759;Octopus (frozen/salted/dried);1
30760;Snails;1
30791;Aquatic invertebrates, nes;1
30799;Aquatic invertebrates, nes (frozen/preserved);1
40110;Milk, <1% fat;1
40120;Milk, 1-6% fat;1
40130;Milk and cream, >6% fat;1
40210;Milk powder, <1.5% fat;1
40221;Unsweetened milk powder, >1.5% fat;1
40229;Sweetened milk powder, >1.5% fat;1
40291;Concentrated unsweetened milk;1
40299;Other milk and cream;1
40310;Yogurt;1
40390;Buttermilk, cream;1
40410;Whey;1
40490;Natural milk products;1
40500;Butter, milk fats & oils;1
40610;Fresh cheese, curd;1
40620;Cheese, grated or powdered;1
40630;Cheese processed;1
40640;Cheese, blue-veined;1
40690;Cheese not fresh or processed;1
40700;Eggs, in shell;1
40811;Egg yolks, dried;1
40819;Egg yolks, not dried;1
40891;Eggs, dried;1
40899;Eggs, not in shell not dried;1
40900;Honey;1
41000;Other edible animal products;1
50100;Human hair;1
50210;Bristles, hair & waste of pigs;1
50290;Hair & waste of badger;1
50300;Horsehair, waste;1
50400;Animal guts and stomachs;1
50510;Feathers for stuffing;1
50590;Feathers, not for stuffing;1
50610;Ossein & bones treated with acid;1
50690;Bones, simply or unworked nes;1
50710;Ivory;1
50790;Whalebone & horns;1
50800;Seashells, coral, etc.;1
50900;Natural sponges;1
51000;Ambergris, civet, pharmaceutic use;1
51110;Bovine semen;1
51191;Non-food fish and crustaceans;1
51199;Non-food animal products;1
60110;Bulbs and others, dormant;1
60120;Bulbs and others, in growth;1
60210;Plant cuttings;1
60220;Fruit or nut trees, shrubs;1
60230;Rhododendrons and azaleas;1
60240;Roses;1
60291;Mushroom spawn;1
60299;Live plants, nes;1
60310;Flowers for bouquets (fresh);1
60390;Flowers for bouquets (dried);1
60410;Ornamental mosses;1
60491;Foliage for bouquets (fresh);1
60499;Foliage for bouquets (not fresh);1
70110;Potato seeds;1
70190;Potatoes;1
70200;Tomatoes;1
70310;Onions and shallots;1
70320;Garlic;1
70390;Leeks;1
70410;Cauliflowers and broccoli;1
70420;Brussle sprouts;1
70490;Cabbages, nes;1
70511;Cabbage lettuce;1
70519;Lettuce;1
70521;Witloof chicory;1
70529;Chicory;1
70610;Carrots and turnips;1
70690;Beetroot, radishes, etc.;1
70700;Cucumbers;1
70810;Peas;1
70820;Beans;1
70890;Other legumes;1
70910;Artichokes;1
70920;Asparagus;1
70930;Eggplants;1
70940;Celery;1
70951;Mushrooms;1
70952;Truffles;1
70960;Peppers;1
70970;Spinach;1
70990;Vegetables, nes;1
71010;Potatoes, frozen;1
71021;Peas, frozen;1
71022;Beans, frozen;1
71029;Other legumes, frozen;1
71030;Spinach, frozen;1
71040;Sweet corn, frozen;1
71080;Vegetables nes, frozen;1
71090;Vegetable mixtures, frozen;1
71110;Preserved onions;1
71120;Preserved olives;1
71130;Preserved capers;1
71140;Preserved cucumbers;1
71190;Preserved vegetables, nes;1
71210;Potatoes, dried;1
71220;Onions, dried;1
71230;Mushrooms and truffles, dried;1
71290;Vegetables, nes, dried;1
71310;Peas, dried;1
71320;Chickpeas, dried;1
71331;Black or green gram beans, dried;1
71332;Adzuki beans, dried;1
71333;Kidney beans, dried;1
71339;Beans nes, dried;1
71340;Lentils, dried;1
71350;Broad beans, dried;1
71390;Leguminous vegetables, dried;1
71410;Manioc (cassava);1
71420;Sweet potatoes;1
71490;Arrowroot, salep;1
80110;Coconuts;1
80120;Brazil nuts;1
80130;Cashew nuts;1
80211;Almonds, in shell;1
80212;Almonds, shelled;1
80221;Hazelnuts & filberts, in shell;1
80222;Hazelnuts & filberts, shelled;1
80231;Walnuts, in shell;1
80232;Walnuts, shelled;1
80240;Chestnuts;1
80250;Pistachios;1
80290;Nuts, edible, nes;1
80300;Bananas & plantains;1
80410;Dates;1
80420;Figs;1
80430;Pineapples;1
80440;Avocados;1
80450;Guavas & mangoes;1
80510;Oranges;1
80520;Mandarin & clementine;1
80530;Lemons & limes;1
80540;Grapefruit;1
80590;Citrus fruits, nes;1
80610;Grapes, fresh;1
80620;Grapes, dried;1
80710;Melons;1
80720;Papaws (papayas);1
80810;Apples;1
80820;Pears;1
80910;Apricots, fresh;1
80920;Cherries, fresh;1
80930;Peaches, nectarines;1
80940;Plums;1
81010;Strawberries, fresh;1
81020;Raspberry, blackberry, fresh;1
81030;Currants and gooseberries;1
81040;Cranberries;1
81090;Fruits, fresh nes;1
81110;Strawberries, frozen;1
81120;Frozen rasp-, mul-berries, etc;1
81190;Frozen fruits and nuts;1
81210;Cherries, preserved;1
81220;Strawberries, preserved;1
81290;Preserved fruits and nuts;1
81310;Apricots, dried;1
81320;Prunes, dried;1
81330;Apples, dried;1
81340;Fruits, dried nes;1
81350;Mixtures of edible nuts & fruits;1
81400;Peel of citrus, fruit;1
90111;Coffee, not roasted;1
90112;Decaffeinated coffee, not roasted,;1
90121;Coffee, roasted;1
90122;Decaffeinated coffee, roasted,;1
90130;Coffee husks and skins;1
90140;Coffee substitutes;1
90210;Tea, green, in packages <3kg;1
90220;Tea, green, in packages >3kg;1
90230;Tea, black, in <3kg packages;1
90240;Tea, black, in >3kg packages;1
90300;Mate;1
90411;Pepper, whole;1
90412;Pepper, crushed or ground;1
90420;Capsicum or Pimenta;1
90500;Vanilla beans;1
90610;Cinnamon, whole;1
90620;Cinnamon, crushed or ground;1
90700;Cloves;1
90810;Nutmeg;1
90820;Mace;1
90830;Cardamoms;1
90910;Anise or badian seeds;1
90920;Coriander seeds;1
90930;Cumin seeds;1
90940;Caraway seeds;1
90950;Fennel seeds, juniper berries;1
91010;Ginger;1
91020;Saffron;1
91030;Turmeric;1
91040;Thyme, bay leaves;1
91050;Curry;1
91091;Mixtures of spices;1
91099;Spices nes;1
100110;Durum wheat;1
100190;Wheat & meslin;1
100200;Rye;1
100300;Barley;1
100400;Oats;1
100510;Maize (corn) seed;1
100590;Maize except seed corn;1
100610;Rice, in the husk;1
100620;Rice, husked (brown);1
100630;Rice, semi- or wholly-milled;1
100640;Rice, broken;1
100700;Grain sorghum;1
100810;Buckwheat;1
100820;Millet;1
100830;Canary seed;1
100890;Cereals, unmilled nes;1
110100;Wheat or meslin flour;1
110210;Rye flour;1
110220;Maize (corn) flour;1
110230;Rice flour;1
110290;Cereal flour, nes;1
110311;Wheat meal;1
110312;Oat meal;1
110313;Maize (corn) meal;1
110314;Rice meal;1
110319;Cereal meal, nes;1
110321;Wheat pellets;1
110329;Cereal pellets;1
110411;Barley, rolled or flaked grains;1
110412;Oats, rolled or flaked grains;1
110419;Cereals, rolled/flaked grains, nes;1
110421;Barley, hulled, pearled;1
110422;Oats, hulled, pearled;1
110423;Maize (corn), hulled, pearled,;1
110429;Cereals, hulled, pearled;1
110430;Germ of cereals;1
110510;Potato flour or meal;1
110520;Potato flakes, granules and pellets;1
110610;Flour, meal of dried legumes;1
110620;Flour, meal of starchy roots;1
110630;Flour, meal, powder of fruit/nut;1
110710;Malt, not roasted;1
110720;Malt, roasted;1
110811;Wheat starch;1
110812;Maize (corn) starch;1
110813;Potato starch;1
110814;Manioc (cassava) starch;1
110819;Other starches, nes;1
110820;Inulin;1
110900;Wheat gluten;1
120100;Soya beans;1
120210;Ground-nuts, in shell;1
120220;Ground-nuts, shelled;1
120300;Copra;1
120400;Linseed;1
120500;Rape or colza seeds;1
120600;Sunflower seeds;1
120710;Palm nuts & kernels;1
120720;Cotton seeds;1
120730;Castor oil seeds;1
120740;Sesamum seeds;1
120750;Mustard seeds;1
120760;Safflower seeds;1
120791;Poppy seeds;1
120792;Shea (karite) nuts;1
120799;Oil seeds & oleaginous fruits, nes;1
120810;Soya bean flour or meal;1
120890;Oil seed or fruit flour or meal;1
120911;Seed, sugar beet;1
120919;Seed, beet, except sugar;1
120921;Seed, lucerne (alfalfa);1
120922;Seed, clover;1
120923;Seed, fescue;1
120924;Seed, Kentucky blue grass;1
120925;Seed, rye grass, for sowing;1
120926;Seed, Timothy grass;1
120929;Seed, forage plants, nes;1
120930;Seed, flower;1
120991;Seed, vegetable, nes;1
120999;Seed, fruits and spores, nes;1
121010;Hop cones, not ground;1
121020;Hop cones, ground, & lupulin;1
121110;Liquorice roots;1
121120;Ginseng roots;1
121190;Plants, for pharmacy, insecticide;1
121210;Locust beans & seeds;1
121220;Seaweeds & algae;1
121230;Stone fruit stones & kernels;1
121291;Sugar beet;1
121292;Sugar cane;1
121299;Vegetable products, edible;1
121300;Cereal straw & husks;1
121410;Lucerne (alfalfa) meal and pellets;1
121490;Forage products, roots;1
130110;Lac;1
130120;Gum arabic;1
130190;Natural gum, resin;1
130211;Opium sap;1
130212;Liquorice extract;1
130213;Hop extract;1
130214;Pyrethrum, rotenone roots;1
130219;Vegetable saps & extracts;1
130220;Pectic substances;1
130231;Agar-agar;1
130232;Mucilages of locust bean, guar seeds;1
130239;Mucilages & thickeners nes;1
140110;Bamboos for plaiting;1
140120;Rattan for plaiting;1
140190;Vegetable materials nes for plaiting;1
140210;Kapok;1
140291;Vegetable hair for stuffing or padding;1
140299;Veg matter for stuffing;1
140310;Broom corn;1
140390;Veg matter for brooms, brushes;1
140410;Raw vegetable materials for dyeing;1
140420;Cotton linters;1
140490;Vegetable products nes;1
150100;Lard, pig & poultry fat;1
150200;Bovine, sheep fats;1
150300;Lard stearin, oleostearin;1
150410;Fish-liver oils;1
150420;Fish oils except liver;1
150430;Marine mammal fats, oils;1
150510;Wool grease, crude;1
150590;Wool grease derivatives, lanolin;1
150600;Animal fats, oils nes;1
150710;Soya-bean oil, crude;1
150790;Refined soya-bean oil;1
150810;Ground-nut oil, crude;1
150890;Refined ground-nut oil;1
150910;Olive oil, virgin;1
150990;Olive oil, refined;1
151000;Olive oil, blends;1
151110;Palm oil, crude;1
151190;Palm oil, simply refined;1
151211;Sunflower-seed or safflower oil, crude;1
151219;Sunflower, safflower oil, simply refined;1
151221;Cotton-seed oil, crude;1
151229;Cotton-seed, simply refined;1
151311;Coconut oil, crude;1
151319;Coconut oil, simply refined;1
151321;Palm kernel & babassu oil, crude;1
151329;Palm kernel & babassu oil, simply refined;1
151410;Canola, mustard oil, crude;1
151490;Canola, mustard oil, refined;1
151511;Linseed oil, crude;1
151519;Linseed oil, refined;1
151521;Maize oil, crude;1
151529;Maize oil, refined;1
151530;Castor oil;1
151540;Tung oil;1
151550;Sesame oil;1
151560;Jojoba oil;1
151590;Vegetable fats, oils nes;1
151610;Animal fats, oils, hydrogenated;1
151620;Vegetable fats, oils, hydrogenated;1
151710;Margarine, not liquid;1
151790;Edible mix, preps of animal & veg fat, oil;1
151800;Processed animal, veg oils, industrial preps;1
151911;Stearic acid;1
151912;Oleic acid;1
151913;Tall oil fatty acids;1
151919;Industrial monocarboxylic fatty acids;1
151920;Acid oils from refining;1
151930;Industrial fatty alcohols;1
152010;Glycerol (glycerine), crude;1
152090;Glycerol (glycerine);1
152110;Vegetable waxes, not triglycerides;1
152190;Beeswax;1
152200;Degras from treatment waxes;1
160100;Sausages;1
160210;Homogenized preparations of meat, preserved;1
160220;Livers, of any animal, preserved;1
160231;Turkey meat, preserved;1
160239;Fowl, duck, goose, not live, preserved;1
160241;Swine hams, preserved;1
160242;Swine shoulders, preserved;1
160249;Swine meat, nes, not live, preserved;1
160250;Bovine meat, not livers, preserved;1
160290;Other meat, offal & blood, preserved;1
160300;Extracts, juices of meat, fish;1
160411;Salmon, preserved;1
160412;Herrings, preserved;1
160413;Sardine, brisling, sprat, preserved;1
160414;Tuna, preserved;1
160415;Mackerel, preserved;1
160416;Anchovies, preserved;1
160419;Fish nes, preserved;1
160420;Fish, in pieces, preserved;1
160430;Caviar;1
160510;Crab, preserved;1
160520;Shrimps & prawns, preserved;1
160530;Lobster, preserved;1
160540;Crustaceans nes, preserved;1
160590;Molluscs, shellfish nes, preserved;1
170111;Raw sugar, cane;1
170112;Raw sugar, beet;1
170191;Refined sugar, flavoured;1
170199;Refined sugar, pure sucrose;1
170210;Lactose;1
170220;Maple sugar & syrup;1
170230;Glucose, syrup <20% fructose;1
170240;Glucose, syrup of 20-50% fructose;1
170250;Fructose, chemically pure;1
170260;Fructose, syrup >50% fructose, not pure;1
170290;Sugar nes, caramel, & artificial honey;1
170310;Cane molasses;1
170390;Molasses, not cane;1
170410;Chewing gum;1
170490;Sugar confectionery, not chewing gum;1
180100;Cocoa beans;1
180200;Cocoa shells, husks, skins;1
180310;Cocoa paste;1
180320;Cocoa paste, defatted;1
180400;Cocoa butter, fat, oil;1
180500;Cocoa powder, unsweetened;1
180610;Cocoa powder, sweetened;1
180620;Chocolate/cocoa prep > 2k;1
180631;Chocolate, filled, >2k;1
180632;Chocolate, not filled, >2k;1
180690;Chocolate/cocoa prep, nes;1
190110;Infant foods of cereals, milk;1
190120;Mixes/doughs for bread, pastry;1
190190;Malt extract;1
190211;Uncooked egg pasta;1
190219;Uncooked pasta;1
190220;Stuffed pasta;1
190230;Pasta, not uncooked/stuffed;1
190240;Couscous;1
190300;Tapioca;1
190410;Cereal foods;1
190490;Cereals, not prepared, nes;1
190510;Crispbread;1
190520;Gingerbread;1
190530;Sweet biscuits, waffles;1
190540;Rusks, toasted bread;1
190590;Communion wafers, rice paper;1
200110;Cucumbers, gherkins, in vinegar;1
200120;Onions in vinegar;1
200190;Veg, fruit, nuts nes, in vinegar;1
200210;Tomatoes, preserved;1
200290;Tomatoes nes, preserved;1
200310;Mushrooms, preserved;1
200320;Truffles, preserved;1
200410;Potatoes, prepared, frozen;1
200490;Vegetables nes & mixes, frozen;1
200510;Homogenized vegetable preps;1
200520;Potatoes, preserved;1
200530;Sauerkraut, preserved;1
200540;Peas, preserved;1
200551;Beans, shelled;1
200559;Beans nes;1
200560;Asparagus, preserved;1
200570;Olives;1
200580;Sweet corn;1
200590;Vegetables nes & mixes;1
200600;Fruits, nuts, peels, in sugar;1
200710;Homogenised jams, jellies;1
200791;Citrus based jams jellies marmalade, etc.;1
200799;Jams, jellies, pastes;1
200811;Ground-nuts, otherwise preserved;1
200819;Nuts & mixes, otherwise preserved;1
200820;Pineapples, otherwise preserved;1
200830;Citrus fruits, otherwise preserved;1
200840;Pears, otherwise preserved;1
200850;Apricots, otherwise preserved;1
200860;Cherries, otherwise preserved;1
200870;Peaches, otherwise preserved;1
200880;Strawberries, otherwise preserved;1
200891;Palm hearts, otherwise preserved;1
200892;Fruit mixtures, otherwise preserved;1
200899;Fruit, otherwise preserved;1
200911;Orange juice, frozen;1
200919;Orange juice;1
200920;Grapefruit juice;1
200930;Citrus juice nes (one fruit);1
200940;Pineapple juice;1
200950;Tomato juice;1
200960;Grape juice;1
200970;Apple juice;1
200980;Single fruit, veg juice;1
200990;Mixtures of juices;1
210110;Coffee extracts, concentrates;1
210120;Tea and mate extracts, concentrates;1
210130;Chicory, coffee substitutes;1
210210;Yeasts, active;1
210220;Yeasts, inactive;1
210230;Baking powders;1
210310;Soya sauce;1
210320;Ketchup, other tomato sauces;1
210330;Mustard flour, meal, prepared;1
210390;Mixed condiments, seasoning, sauces nes;1
210410;Soups & broths;1
210420;Homogenised food preparations;1
210500;Ice cream;1
210610;Protein concentrates;1
210690;Food preparations nes;1
220110;Mineral & aerated waters;1
220190;Ice, potable water;1
220210;Waters, sweetened or flavoured;1
220290;Non-alcoholic beverages, not fruit/veg juices;1
220300;Beer, malt;1
220410;Grape wines, sparkling;1
220421;Grape wines, < 2l pack;1
220429;Grape wines, nes;1
220430;Grape must, unfermented;1
220510;Vermouth, < 2l pack;1
220590;Vermouth, > 2l pack;1
220600;Fermented ciders;1
220710;Ethyl alcohol > 80%;1
220720;Ethyl alcohol & spirits, denatured;1
220810;Compound alcoholic preps;1
220820;Spirits from distilling grape wine;1
220830;Whisky;1
220840;Rum;1
220850;Gin;1
220890;Alcoholic liqueurs nes;1
220900;Vinegar;1
230110;Flour, meal of meat, for animal feed;1
230120;Flour, meal of fish, for animal feed;1
230210;Maize bran;1
230220;Rice bran;1
230230;Wheat bran;1
230240;Cereal bran;1
230250;Bran nes;1
230310;Residues of starch residues;1
230320;Beet-pulp, sugar manuf residue;1
230330;Brewing/distilling dregs;1
230400;Soya-bean oil-cake;1
230500;Ground-nut oil-cake;1
230610;Cotton seed solid residues;1
230620;Linseed solid residues;1
230630;Sunflower seed solid residues;1
230640;Rapeseed solid residues;1
230650;Coconut solid residues;1
230660;Palm nut solid residues;1
230690;Vegetable solid residues, nes;1
230700;Wine lees & argol;1
230810;Acorns, horse-chestnuts for animal feed;1
230890;Vegetable wastes for animal feed;1
230910;Dog or cat food;1
230990;Animal feed preparations;1
240110;Tobacco, not stemmed;1
240120;Tobacco, stemmed;1
240130;Tobacco refuse;1
240210;Cigars;1
240220;Cigarettes;1
240290;Cigarettes and cigars with tobacco substitute;1
240310;Cigarette or pipe tobacco;1
240391;Homogenized tobacco;1
240399;Tobacco products, nes;1
250100;Salt;3
250200;Unroasted iron pyrites;3
250310;Sulphur, crude or unrefined;3
250390;Refined sulphur;3
250410;Natural graphite, powder or flakes;3
250490;Natural graphite, other;3
250510;Silica and quartz sands;3
250590;Natural sands, nes;3
250610;Quartz;3
250621;Quartzite, crude;3
250629;Quartzite, slabs;3
250700;Kaolin;3
250810;Bentonite;3
250820;Decolourising earths;3
250830;Fire-clay;3
250840;Other clays;3
250850;Andalusite;3
250860;Mullite;3
250870;Chamotte;3
250900;Chalk;3
251010;Calcium phosphate, unground;3
251020;Calcium phosphate, ground;3
251110;Barytes;3
251120;Witherite;3
251200;Siliceous fossil meals;3
251311;Pumice stone, crude;3
251319;Pumice stone, worked;3
251321;Natural abrasives, nes;3
251329;Emery;3
251400;Slate;3
251511;Marble, crude;3
251512;Marble in blocks;3
251520;Calcareous building stone, nes;3
251611;Granite, crude;3
251612;Granite, in blocks;3
251621;Sandstone, crude;3
251622;Sandstone, in blocks;3
251690;Building stones, nes;3
251710;Pebbles, gravel, and crushed stone;3
251720;Dross or industrial waste;3
251730;Tarred macadam;3
251741;Marble granules;3
251749;Granules of granite, sandstone;3
251810;Dolomite, not calcined;3
251820;Dolomite, calcined;3
251830;Agglomerated dolomite;3
251910;Natural magnesite;3
251990;Magnesia;3
252010;Gypsum, anhydride;3
252020;Plasters;3
252100;Limestone for cement;3
252210;Quicklime;3
252220;Slaked lime;3
252230;Hydraulic lime;3
252310;Cement clinkers;3
252321;Portland cement, white;3
252329;Portland cement, not white;3
252330;Aluminous cement;3
252390;Hydraulic cements, nes;3
252400;Asbestos;3
252510;Mica, nes;3
252520;Mica powder;3
252530;Mica waste;3
252610;Natural steatite, not crushed;3
252620;Natural steatite, crushed;3
252700;Natural cryolite or chiolite;3
252810;Natural sodium borates;3
252890;Natural borates, nes;3
252910;Feldspar;3
252921;Fluorspar, < 97% calcium flouride;3
252922;Fluorspar, > 97% calcium flouride;3
252930;Leucite, nepheline, and nepheline syenite;3
253010;Vermiculite, perlite, chlorites, unexpanded;3
253020;Natural magnesium sulphates;3
253030;Earth colours;3
253040;Natural micaceous iron oxides;3
253090;Minerals, nes;3
260111;Iron ore, unagglomerated;3
260112;Iron ore, agglomerated;3
260120;Roasted iron pyrites;3
260200;Manganese ores;3
260300;Copper ores;3
260400;Nickel ores;3
260500;Cobalt ores;3
260600;Aluminium ores;3
260700;Lead ores;3
260800;Zinc ores;3
260900;Tin ores;3
261000;Chromium ores;3
261100;Tungsten ores;3
261210;Uranium ores;3
261220;Thorium ores;3
261310;Molybdenum, roasted;3
261390;Molybdenum, unroasted;3
261400;Titanium ores;3
261510;Zirconium ores;3
261590;Niobium, tantalum, vanadium ores;3
261610;Silver ores;3
261690;Precious metal ores, not silver;3
261710;Antimony ores;3
261790;Ores and concentrates, nes;3
261800;Granulated slag from iron or steel;3
261900;Waste of iron or steel industry;3
262011;Residues containing hard zinc spelter;3
262019;Residues containing zinc, not spelter;3
262020;Residues containing lead;3
262030;Residues containing copper;3
262040;Residues containing aluminium;3
262050;Residues containing vanadium;3
262090;Residues containing metals, nes;3
262100;Slag and ash, nes;3
270111;Anthracite;3
270112;Bituminous coal;3
270119;Coal except anthracite or bituminous;3
270120;Coal briquettes, solid fuels;3
270210;Lignite, not agglomerated;3
270220;Lignite, agglomerated;3
270300;Peat;3
270400;Coke of coal, lignite, peat;3
270500;Coal gas;3
270600;Mineral tars;3
270710;Benzol;3
270720;Toluole;3
270730;Xylole;3
270740;Naphthalene;3
270750;Aromatic hydrocarbon mixtures, nes;3
270760;Phenols;3
270791;Creosote oils;3
270799;Coal tar distillation products, nes;3
270810;Pitch;3
270820;Pitch coke;3
270900;Petroleum oils, crude;3
271000;Oils petroleum, bituminous, distillates;3
271011;Aviation spirit;3
271012;Petroleum spirit for motor vehicles;3
271013;Petroleum spirit, not aviation or motor;3
271014;Petroleum spirit-type fuel;3
271015;White spirit;3
271016;Petroleum naphtha;3
271019;Light petroleum distillates nes;3
271021;Kerosene jet fuel;3
271022;Kerosene, for furnaces;3
271025;Kerosene lamp oil, motor kerosene, light diesel;3
271026;Gas oils, bunker oil, No.1 furnace, motor diesel;3
271027;Diesel oils, No.2 furnace, marine diesel;3
271029;Fuel oils nes, heavy distillates;3
271091;Heavy furnace oil  <1% sulphur;3
271093;Heavy furnace oil nes;3
271094;Petroleum oil for road building;3
271095;Petroleum lubricating oils;3
271096;Petroleum lubricating greases;3
271099;Petroleum oils, nes;3
271111;Natural gas, liquefied;3
271112;Propane, liquefied;3
271113;Butanes, liquefied;3
271114;Ethylene, propylene, liquefied;3
271119;Petroleum gases, liquefied;3
271121;Natural gas, as gas;3
271129;Petroleum gases, as gas;3
271210;Petroleum jelly;3
271220;Paraffin wax;3
271290;Mineral waxes;3
271311;Petroleum coke, not calcined;3
271312;Petroleum coke, calcined;3
271320;Petroleum bitumen;3
271390;Residues of petroleum oils;3
271410;Bituminous or oil shale;3
271490;Bitumen & asphalt;3
271500;Bituminous mix;3
271600;Electrical energy;3
280110;Chlorine;5
280120;Iodine;5
280130;Fluorine, bromine;5
280200;Sulphur, sublimed, precipitated, colloidal;5
280300;Carbon;5
280410;Hydrogen;5
280421;Argon;5
280429;Rare gases, not argon;5
280430;Nitrogen;5
280440;Oxygen;5
280450;Boron, tellurium;5
280461;Silicon, >99.99% pure;5
280469;Silicon, <99.99% pure;5
280470;Phosphorus;5
280480;Arsenic;5
280490;Selenium;5
280511;Sodium;5
280519;Alkali metals, not sodium;5
280521;Calcium;5
280522;Strontium and barium;5
280530;Rare-earth metals;5
280540;Mercury;5
280610;Hydrogen chloride;5
280620;Chlorosulphuric acid;5
280700;Sulphuric acid, oleum;5
280800;Nitric acid;5
280910;Diphosphorus pentaoxide;5
280920;Phosphoric acid;5
281000;Boric oxides & acids;5
281111;Hydrogen fluoride;5
281119;Inorganic acids nes;5
281121;Carbon dioxide;5
281122;Silicon dioxide;5
281123;Sulphur dioxide;5
281129;Inorganic oxygen compounds;5
281210;Chlorides;5
281290;Halides;5
281310;Carbon disulphide;5
281390;Sulphides;5
281410;Anhydrous ammonia;5
281420;Ammonia in aqueous solution;5
281511;Sodium hydroxide, solid;5
281512;Sodium hydroxide, in aqueous solution;5
281520;Potassium hydroxide;5
281530;Peroxides of sodium/potassium;5
281610;Magnesium hydroxide & peroxide;5
281620;Strontium oxide, hydroxide & peroxide;5
281630;Barium oxide, hydroxide & peroxide;5
281700;Zinc oxide;5
281810;Artificial corundum;5
281820;Aluminium oxide;5
281830;Aluminium hydroxide;5
281910;Chromium trioxide;5
281990;Chromium oxides, hydroxides;5
282010;Manganese dioxide;5
282090;Manganese oxides;5
282110;Iron oxides;5
282120;Earth colors, > 70% iron;5
282200;Cobalt oxides;5
282300;Titanium oxides;5
282410;Lead monoxide;5
