,0,1,2
287,10210,70952,0.01694915254237288
288,10210,71021,0.08333333333333333
289,10290,10119,0.20833333333333334
290,10290,10290,1.0
291,10290,10392,0.041666666666666664
292,10290,10410,0.1
293,10290,10420,0.3076923076923077
294,10290,10511,0.041666666666666664
295,10290,10600,0.10526315789473684
296,10290,20110,0.02857142857142857
297,10290,20120,0.08333333333333333
298,10290,20130,0.041666666666666664
299,10290,20210,0.07865168539325842
300,10290,20220,0.041666666666666664
301,10290,20311,0.08333333333333333
302,10290,20312,0.16666666666666666
303,10290,20319,0.1875
304,10290,20321,0.041666666666666664
305,10290,20322,0.08333333333333333
306,10290,20329,0.2916666666666667
307,10290,20410,0.08333333333333333
308,10290,20421,0.09859154929577464
309,10290,20422,0.08333333333333333
310,10290,20441,0.05
311,10290,20442,0.08333333333333333
312,10290,20443,0.041666666666666664
313,10290,20450,0.041666666666666664
314,10290,20622,0.11842105263157894
315,10290,20641,0.14285714285714285
316,10290,20649,0.15555555555555556
317,10290,20680,0.08333333333333333
318,10290,20690,0.041666666666666664
319,10290,20723,0.25
320,10290,20739,0.041666666666666664
321,10290,20741,0.1388888888888889
322,10290,20743,0.08333333333333333
323,10290,20890,0.08333333333333333
324,10290,20900,0.16
325,10290,21012,0.06521739130434782
326,10290,21019,0.041666666666666664
327,10290,21090,0.09433962264150944
328,10290,30110,0.25
329,10290,30191,0.08333333333333333
330,10290,30192,0.16666666666666666
331,10290,30193,0.1836734693877551
332,10290,30212,0.144
333,10290,30219,0.09090909090909091
334,10290,30221,0.14285714285714285
335,10290,30222,0.125
336,10290,30223,0.125
337,10290,30229,0.041666666666666664
338,10290,30231,0.08791208791208792
339,10290,30232,0.09523809523809523
340,10290,30233,0.041666666666666664
341,10290,30240,0.10256410256410256
342,10290,30250,0.125
343,10290,30265,0.2916666666666667
344,10290,30270,0.2
345,10290,30310,0.041666666666666664
346,10290,30321,0.13793103448275862
347,10290,30322,0.1951219512195122
348,10290,30331,0.08333333333333333
349,10290,30332,0.25925925925925924
350,10290,30333,0.041666666666666664
351,10290,30341,0.36666666666666664
352,10290,30342,0.10638297872340426
353,10290,30343,0.08333333333333333
354,10290,30349,0.057692307692307696
355,10290,30350,0.23684210526315788
356,10290,30360,0.11428571428571428
357,10290,30371,0.041666666666666664
358,10290,30372,0.02127659574468085
359,10290,30373,0.23684210526315788
360,10290,30375,0.14285714285714285
361,10290,30376,0.17857142857142858
362,10290,30377,0.16
363,10290,30378,0.08333333333333333
364,10290,30379,0.17647058823529413
365,10290,30380,0.125
366,10290,30410,0.04
367,10290,30420,0.22
368,10290,30490,0.21212121212121213
369,10290,30510,0.16666666666666666
370,10290,30520,0.041666666666666664
371,10290,30530,0.041666666666666664
372,10290,30541,0.041666666666666664
373,10290,30549,0.125
374,10290,30551,0.20833333333333334
375,10290,30559,0.041666666666666664
376,10290,30561,0.041666666666666664
377,10290,30562,0.041666666666666664
378,10290,30563,0.21951219512195122
379,10290,30569,0.125
380,10290,30611,0.14285714285714285
381,10290,30613,0.08064516129032258
382,10290,30619,0.30357142857142855
383,10290,30621,0.125
384,10290,30622,0.2857142857142857
385,10290,30623,0.08333333333333333
386,10290,30624,0.19148936170212766
387,10290,30629,0.041666666666666664
388,10290,30710,0.375
389,10290,30721,0.041666666666666664
390,10290,30729,0.125
391,10290,30731,0.12727272727272726
392,10290,30739,0.041666666666666664
393,10290,30741,0.08333333333333333
394,10290,30751,0.07692307692307693
395,10290,30759,0.09302325581395349
396,10290,30799,0.08333333333333333
397,10290,40110,0.08333333333333333
398,10290,40120,0.08333333333333333
399,10290,40210,0.0847457627118644
400,10290,40221,0.041666666666666664
401,10290,40229,0.041666666666666664
402,10290,40299,0.041666666666666664
403,10290,40310,0.12
404,10290,40410,0.11805555555555555
405,10290,40490,0.14
406,10290,40500,0.041666666666666664
407,10290,40620,0.0707070707070707
408,10290,40630,0.13793103448275862
409,10290,40640,0.136986301369863
410,10290,40690,0.041666666666666664
411,10290,40891,0.14285714285714285
412,10290,40899,0.125
413,10290,40900,0.041666666666666664
414,10290,41000,0.041666666666666664
415,10290,50100,0.11702127659574468
416,10290,50210,0.08333333333333333
417,10290,50290,0.13829787234042554
418,10290,50300,0.041666666666666664
419,10290,50400,0.22580645161290322
420,10290,50510,0.125
421,10290,50690,0.10714285714285714
422,10290,50790,0.08333333333333333
423,10290,51000,0.125
424,10290,51110,0.19047619047619047
425,10290,60120,0.08333333333333333
426,10290,60210,0.041666666666666664
427,10290,60220,0.20833333333333334
428,10290,60240,0.125
429,10290,60299,0.10256410256410256
430,10290,60491,0.18518518518518517
431,10290,60499,0.12
432,10290,70110,0.08333333333333333
433,10290,70190,0.08571428571428572
434,10290,70200,0.041666666666666664
435,10290,70320,0.08333333333333333
436,10290,70390,0.20833333333333334
437,10290,70410,0.08333333333333333
438,10290,70490,0.041666666666666664
439,10290,70511,0.1
440,10290,70519,0.041666666666666664
441,10290,70521,0.041666666666666664
442,10290,70529,0.041666666666666664
443,10290,70610,0.041666666666666664
444,10290,70690,0.08333333333333333
445,10290,70700,0.041666666666666664
446,10290,70810,0.37142857142857144
447,10290,70820,0.3142857142857143
448,10290,70910,0.17777777777777778
449,10290,70920,0.15789473684210525
450,10290,70930,0.1
451,10290,70951,0.06382978723404255
452,10290,70952,0.03389830508474576
453,10290,70960,0.32
454,10290,70990,0.20833333333333334
455,10290,71021,0.041666666666666664
456,10290,71030,0.24242424242424243
457,10290,71040,0.08333333333333333
458,10290,71090,0.041666666666666664
459,10290,71110,0.11428571428571428
460,10290,71140,0.10638297872340426
461,10290,71190,0.041666666666666664
462,10290,71210,0.25
463,10290,71220,0.16666666666666666
464,10310,10310,1.0
465,10310,20210,0.011235955056179775
466,10310,20741,0.027777777777777776
467,10310,30193,0.02040816326530612
468,10310,30212,0.008
469,10310,30231,0.01098901098901099
470,10310,30349,0.019230769230769232
471,10310,30360,0.02857142857142857
472,10310,30490,0.030303030303030304
473,10310,30549,0.05555555555555555
474,10310,30613,0.016129032258064516
475,10310,40120,0.05263157894736842
476,10310,40229,0.1
477,10310,40500,0.1111111111111111
478,10310,40640,0.0136986301369863
479,10310,50400,0.03225806451612903
480,10310,60299,0.02564102564102564
481,10310,70910,0.022222222222222223
482,10310,70952,0.01694915254237288
483,10310,70960,0.04
484,10310,71090,0.05555555555555555
485,10310,71110,0.02857142857142857
486,10392,10119,0.0625
487,10392,10210,0.1
488,10392,10290,0.041666666666666664
489,10392,10392,1.0
490,10392,10410,0.04
491,10392,10591,0.1
492,10392,10599,0.1
493,10392,10600,0.08771929824561403
494,10392,20130,0.2
495,10392,20210,0.0449438202247191
496,10392,20312,0.1
497,10392,20319,0.020833333333333332
498,10392,20321,0.25
499,10392,20322,0.1
500,10392,20421,0.056338028169014086
501,10392,20422,0.09523809523809523
502,10392,20430,0.1
503,10392,20441,0.05
504,10392,20442,0.2
505,10392,20443,0.1
506,10392,20500,0.1
507,10392,20610,0.16666666666666666
508,10392,20622,0.013157894736842105
509,10392,20649,0.022222222222222223
510,10392,20690,0.1
511,10392,20710,0.1
512,10392,20722,0.1
513,10392,20723,0.043478260869565216
514,10392,20739,0.1
515,10392,20741,0.1388888888888889
516,10392,20743,0.3
517,10392,20890,0.05
518,10392,20900,0.08
519,10392,21012,0.021739130434782608
520,10392,21019,0.1
521,10392,21020,0.1
522,10392,21090,0.03773584905660377
523,10392,30110,0.03571428571428571
524,10392,30192,0.07142857142857142
525,10392,30193,0.061224489795918366
526,10392,30199,0.1
527,10392,30212,0.024
528,10392,30219,0.01818181818181818
529,10392,30221,0.02857142857142857
530,10392,30223,0.08333333333333333
531,10392,30231,0.04395604395604396
532,10392,30232,0.023809523809523808
533,10392,30240,0.02564102564102564
534,10392,30261,0.14285714285714285
535,10392,30262,0.1
536,10392,30263,0.08333333333333333
537,10392,30310,0.09090909090909091
538,10392,30331,0.2
539,10392,30332,0.07407407407407407
540,10392,30333,0.125
541,10392,30341,0.03333333333333333
542,10392,30342,0.02127659574468085
543,10392,30343,0.1
544,10392,30349,0.038461538461538464
545,10392,30350,0.05263157894736842
546,10392,30360,0.11428571428571428
547,10392,30372,0.0425531914893617
548,10392,30373,0.02631578947368421
549,10392,30375,0.031746031746031744
550,10392,30376,0.03571428571428571
551,10392,30378,0.07142857142857142
552,10392,30379,0.029411764705882353
553,10392,30410,0.04
554,10392,30420,0.06
555,10392,30490,0.030303030303030304
556,10392,30510,0.1
557,10392,30530,0.1
558,10392,30542,0.1
559,10392,30549,0.05555555555555555
560,10392,30551,0.05555555555555555
561,10392,30559,0.2
562,10392,30563,0.04878048780487805
563,10392,30611,0.011904761904761904
564,10392,30612,0.1
565,10392,30613,0.016129032258064516
566,10392,30619,0.03571428571428571
567,10392,30622,0.10714285714285714
568,10392,30623,0.07142857142857142
569,10392,30624,0.0425531914893617
570,10392,30629,0.07142857142857142
571,10392,30721,0.25
572,10392,30731,0.03636363636363636
573,10392,30751,0.07692307692307693
574,10392,30759,0.06976744186046512
575,10392,30799,0.10526315789473684
576,10392,40120,0.15789473684210525
577,10392,40210,0.0847457627118644
578,10392,40229,0.1
579,10392,40299,0.1
580,10392,40310,0.14
581,10392,40410,0.027777777777777776
582,10392,40490,0.04
583,10392,40620,0.050505050505050504
584,10392,40630,0.20689655172413793
585,10392,40640,0.0684931506849315
586,10392,40690,0.1111111111111111
587,10392,40891,0.047619047619047616
588,10392,40899,0.058823529411764705
589,10392,41000,0.18181818181818182
590,10392,50100,0.02127659574468085
591,10392,50290,0.031914893617021274
592,10392,50300,0.1111111111111111
593,10392,50690,0.07142857142857142
594,10392,50710,0.037037037037037035
595,10392,50790,0.07692307692307693
596,10392,50800,0.25
597,10392,51000,0.05263157894736842
598,10392,51110,0.015873015873015872
599,10392,51191,0.1
600,10392,60110,0.1
601,10392,60120,0.2
602,10392,60210,0.13333333333333333
603,10392,60220,0.13043478260869565
604,10392,60240,0.13043478260869565
605,10392,60491,0.07407407407407407
606,10392,60499,0.04
607,10392,70320,0.058823529411764705
608,10392,70390,0.020833333333333332
609,10392,70410,0.1
610,10392,70490,0.2
611,10392,70511,0.06666666666666667
612,10392,70700,0.1
613,10392,70910,0.022222222222222223
614,10392,70920,0.07894736842105263
615,10392,70930,0.03333333333333333
616,10392,70951,0.06382978723404255
617,10392,70952,0.01694915254237288
618,10392,70960,0.04
619,10392,70990,0.11764705882352941
620,10392,71021,0.16666666666666666
621,10392,71030,0.06060606060606061
622,10392,71110,0.08571428571428572
623,10392,71140,0.0851063829787234
624,10392,71190,0.125
625,10392,71210,0.047619047619047616
626,10392,71230,0.08333333333333333
627,10410,10111,0.02
628,10410,10119,0.08
629,10410,10210,0.04
630,10410,10290,0.1
631,10410,10392,0.04
632,10410,10410,1.0
633,10410,10420,0.02
634,10410,10511,0.06
635,10410,10591,0.06
636,10410,10600,0.38596491228070173
637,10410,20110,0.16
638,10410,20120,0.02
639,10410,20130,0.02
640,10410,20210,0.16853932584269662
641,10410,20220,0.06
642,10410,20311,0.04
643,10410,20312,0.12
644,10410,20319,0.2
645,10410,20321,0.06
646,10410,20322,0.08
647,10410,20329,0.02
648,10410,20410,0.02
649,10410,20421,0.2676056338028169
650,10410,20422,0.08
651,10410,20423,0.02
652,10410,20430,0.04
653,10410,20441,0.38
654,10410,20442,0.02
655,10410,20500,0.02
656,10410,20610,0.12
657,10410,20622,0.21052631578947367
658,10410,20630,0.04
659,10410,20641,0.4
660,10410,20649,0.3
661,10410,20680,0.04
662,10410,20690,0.04
663,10410,20722,0.06
664,10410,20723,0.08
665,10410,20731,0.02
666,10410,20739,0.08
667,10410,20741,0.14
668,10410,20743,0.04
669,10410,20750,0.04
670,10410,20890,0.08
671,10410,20900,0.06
672,10410,21012,0.22
673,10410,21090,0.20754716981132076
674,10410,30110,0.04
675,10410,30192,0.2
676,10410,30193,0.22
677,10410,30212,0.2
678,10410,30219,0.18181818181818182
679,10410,30221,0.16
680,10410,30222,0.06
681,10410,30223,0.1
682,10410,30229,0.16
683,10410,30231,0.17582417582417584
684,10410,30232,0.14
685,10410,30233,0.06
686,10410,30239,0.02
687,10410,30240,0.14
688,10410,30250,0.06
689,10410,30261,0.02
690,10410,30262,0.06
691,10410,30263,0.02
692,10410,30265,0.1
693,10410,30266,0.04
694,10410,30270,0.16
695,10410,30310,0.04
696,10410,30321,0.14
697,10410,30322,0.12
698,10410,30331,0.08
699,10410,30332,0.1
700,10410,30333,0.22
701,10410,30341,0.1
702,10410,30342,0.14
703,10410,30349,0.1346153846153846
704,10410,30350,0.2
705,10410,30360,0.26
706,10410,30371,0.06
707,10410,30372,0.32
708,10410,30373,0.14
709,10410,30375,0.25396825396825395
710,10410,30377,0.22
711,10410,30378,0.04
712,10410,30379,0.16
713,10410,30380,0.04
714,10410,30410,0.12
715,10410,30420,0.18
716,10410,30490,0.2
717,10410,30510,0.04
718,10410,30520,0.04
719,10410,30541,0.04
720,10410,30549,0.04
721,10410,30551,0.08
722,10410,30559,0.06
723,10410,30563,0.12
724,10410,30611,0.2857142857142857
725,10410,30612,0.02
726,10410,30613,0.20967741935483872
727,10410,30619,0.17857142857142858
728,10410,30621,0.12
729,10410,30622,0.18
730,10410,30623,0.04
731,10410,30624,0.1
732,10410,30629,0.08
733,10410,30710,0.06
734,10410,30721,0.02
735,10410,30729,0.02
736,10410,30731,0.2
737,10410,30741,0.12
738,10410,30751,0.12
739,10410,30759,0.18
740,10410,30799,0.1
741,10410,40120,0.04
742,10410,40210,0.3559322033898305
743,10410,40221,0.06
744,10410,40229,0.06
745,10410,40299,0.06
746,10410,40310,0.44
747,10410,40390,0.02
748,10410,40410,0.1736111111111111
749,10410,40490,0.1
750,10410,40500,0.04
751,10410,40610,0.02
752,10410,40620,0.3333333333333333
753,10410,40630,0.08
754,10410,40640,0.2191780821917808
755,10410,40690,0.14
756,10410,40891,0.28
757,10410,40899,0.02
758,10410,41000,0.02
759,10410,50100,0.2765957446808511
760,10410,50210,0.02
761,10410,50290,0.20212765957446807
762,10410,50300,0.24
763,10410,50400,0.1
764,10410,50510,0.04
765,10410,50690,0.12
766,10410,50710,0.12
767,10410,50790,0.02
768,10410,50800,0.02
769,10410,51000,0.04
770,10410,51110,0.2222222222222222
771,10410,51191,0.02
772,10410,60110,0.04
773,10410,60120,0.02
774,10410,60210,0.08
775,10410,60220,0.02
776,10410,60240,0.14
777,10410,60291,0.04
778,10410,60299,0.12
779,10410,60390,0.02
780,10410,60491,0.12
781,10410,60499,0.1
782,10410,70110,0.04
783,10410,70190,0.08
784,10410,70200,0.02
785,10410,70320,0.1
786,10410,70390,0.18
787,10410,70410,0.06
788,10410,70490,0.04
789,10410,70511,0.12
790,10410,70519,0.06
791,10410,70610,0.02
792,10410,70810,0.12
793,10410,70820,0.16
794,10410,70890,0.02
795,10410,70910,0.18
796,10410,70920,0.22
797,10410,70930,0.24
798,10410,70940,0.02
799,10410,70951,0.54
800,10410,70952,0.3559322033898305
801,10410,70960,0.06
802,10410,70990,0.02
803,10410,71021,0.08
804,10410,71022,0.02
805,10410,71030,0.22
806,10410,71040,0.08
807,10410,71090,0.1
808,10410,71110,0.18
809,10410,71140,0.18
810,10410,71190,0.06
811,10410,71210,0.08
812,10410,71220,0.1
813,10410,71230,0.02
814,10420,10119,0.23076923076923078
815,10420,10290,0.3076923076923077
816,10420,10410,0.02
817,10420,10420,1.0
818,10420,10511,0.038461538461538464
819,10420,10600,0.14035087719298245
820,10420,20110,0.05714285714285714
821,10420,20120,0.15384615384615385
822,10420,20210,0.07865168539325842
823,10420,20311,0.15384615384615385
824,10420,20312,0.19230769230769232
825,10420,20319,0.1875
826,10420,20329,0.23076923076923078
827,10420,20410,0.07692307692307693
828,10420,20421,0.14084507042253522
829,10420,20422,0.038461538461538464
830,10420,20441,0.075
831,10420,20443,0.038461538461538464
832,10420,20450,0.07692307692307693
833,10420,20610,0.07692307692307693
834,10420,20622,0.09210526315789473
835,10420,20641,0.061224489795918366
836,10420,20649,0.1111111111111111
837,10420,20710,0.038461538461538464
838,10420,20721,0.038461538461538464
839,10420,20722,0.038461538461538464
840,10420,20723,0.23076923076923078
841,10420,20741,0.1111111111111111
842,10420,20750,0.07692307692307693
843,10420,20890,0.11538461538461539
844,10420,20900,0.19230769230769232
845,10420,21012,0.06521739130434782
846,10420,21019,0.11538461538461539
847,10420,21020,0.07692307692307693
848,10420,21090,0.0660377358490566
849,10420,30110,0.21428571428571427
850,10420,30191,0.038461538461538464
851,10420,30192,0.047619047619047616
852,10420,30193,0.16326530612244897
853,10420,30199,0.038461538461538464
854,10420,30212,0.136
855,10420,30219,0.10909090909090909
856,10420,30221,0.2571428571428571
857,10420,30222,0.11538461538461539
858,10420,30223,0.15384615384615385
859,10420,30231,0.10989010989010989
860,10420,30232,0.047619047619047616
861,10420,30233,0.038461538461538464
862,10420,30240,0.1282051282051282
863,10420,30250,0.5
864,10420,30263,0.07692307692307693
865,10420,30265,0.11538461538461539
866,10420,30270,0.2
867,10420,30310,0.038461538461538464
868,10420,30321,0.06896551724137931
869,10420,30322,0.21951219512195122
870,10420,30331,0.038461538461538464
871,10420,30332,0.1111111111111111
872,10420,30341,0.2
873,10420,30342,0.10638297872340426
874,10420,30343,0.038461538461538464
875,10420,30349,0.1346153846153846
876,10420,30350,0.07894736842105263
877,10420,30360,0.08571428571428572
878,10420,30372,0.0851063829787234
879,10420,30373,0.3684210526315789
880,10420,30375,0.1111111111111111
881,10420,30376,0.2857142857142857
882,10420,30377,0.18
883,10420,30378,0.07692307692307693
884,10420,30379,0.2647058823529412
885,10420,30380,0.07692307692307693
886,10420,30410,0.2692307692307692
887,10420,30420,0.16
888,10420,30490,0.2727272727272727
889,10420,30510,0.07692307692307693
890,10420,30520,0.038461538461538464
891,10420,30530,0.038461538461538464
892,10420,30541,0.038461538461538464
893,10420,30542,0.038461538461538464
894,10420,30549,0.23076923076923078
895,10420,30551,0.2692307692307692
896,10420,30561,0.038461538461538464
897,10420,30563,0.1951219512195122
898,10420,30569,0.15384615384615385
899,10420,30611,0.11904761904761904
900,10420,30612,0.07692307692307693
901,10420,30613,0.11290322580645161
902,10420,30619,0.14285714285714285
903,10420,30621,0.23076923076923078
904,10420,30622,0.10714285714285714
905,10420,30623,0.11538461538461539
906,10420,30624,0.23404255319148937
907,10420,30629,0.07692307692307693
908,10420,30710,0.34615384615384615
909,10420,30721,0.15384615384615385
910,10420,30729,0.11538461538461539
911,10420,30731,0.12727272727272726
912,10420,30739,0.038461538461538464
913,10420,30741,0.038461538461538464
914,10420,30751,0.07692307692307693
915,10420,30759,0.06976744186046512
916,10420,30799,0.038461538461538464
917,10420,40110,0.11538461538461539
918,10420,40120,0.07692307692307693
919,10420,40210,0.1016949152542373
920,10420,40221,0.07692307692307693
