,0,1,2
0,10111,10111,1.0
1,10111,10410,0.02
2,10111,20421,0.014084507042253521
3,10111,20422,0.047619047619047616
4,10111,20441,0.025
5,10111,20622,0.013157894736842105
6,10111,20641,0.02040816326530612
7,10111,20721,0.3333333333333333
8,10111,21090,0.009433962264150943
9,10111,30110,0.03571428571428571
10,10111,30192,0.047619047619047616
11,10111,30212,0.008
12,10111,30221,0.02857142857142857
13,10111,30229,0.09090909090909091
14,10111,30232,0.023809523809523808
15,10111,30239,0.3333333333333333
16,10111,30263,0.08333333333333333
17,10111,30266,0.16666666666666666
18,10111,30321,0.034482758620689655
19,10111,30332,0.037037037037037035
20,10111,30333,0.041666666666666664
21,10111,30342,0.02127659574468085
22,10111,30360,0.02857142857142857
23,10111,30375,0.015873015873015872
24,10111,30379,0.029411764705882353
25,10111,30420,0.02
26,10111,30559,0.1111111111111111
27,10111,30563,0.024390243902439025
28,10111,30611,0.011904761904761904
29,10111,30613,0.016129032258064516
30,10111,30710,0.043478260869565216
31,10111,30731,0.01818181818181818
32,10111,30759,0.046511627906976744
33,10111,40210,0.03389830508474576
34,10111,40310,0.02
35,10111,40410,0.006944444444444444
36,10111,40490,0.02
37,10111,40620,0.010101010101010102
38,10111,40891,0.023809523809523808
39,10111,41000,0.09090909090909091
40,10111,50290,0.02127659574468085
41,10111,51110,0.031746031746031744
42,10111,60210,0.13333333333333333
43,10111,60220,0.043478260869565216
44,10111,60491,0.037037037037037035
45,10111,70190,0.02857142857142857
46,10111,70490,0.06666666666666667
47,10111,70910,0.022222222222222223
48,10111,70920,0.02631578947368421
49,10111,70951,0.02127659574468085
50,10111,70952,0.01694915254237288
51,10111,71021,0.08333333333333333
52,10111,71030,0.030303030303030304
53,10111,71110,0.02857142857142857
54,10111,71140,0.02127659574468085
55,10119,10119,1.0
56,10119,10290,0.20833333333333334
57,10119,10392,0.0625
58,10119,10410,0.08
59,10119,10420,0.23076923076923078
60,10119,10600,0.07017543859649122
61,10119,20110,0.05714285714285714
62,10119,20120,0.1875
63,10119,20210,0.07865168539325842
64,10119,20220,0.0625
65,10119,20311,0.1875
66,10119,20312,0.1
67,10119,20319,0.0625
68,10119,20329,0.13636363636363635
69,10119,20410,0.0625
70,10119,20421,0.056338028169014086
71,10119,20422,0.047619047619047616
72,10119,20441,0.05
73,10119,20442,0.0625
74,10119,20622,0.09210526315789473
75,10119,20630,0.0625
76,10119,20641,0.08163265306122448
77,10119,20649,0.08888888888888889
78,10119,20680,0.0625
79,10119,20690,0.0625
80,10119,20723,0.08695652173913043
81,10119,20741,0.05555555555555555
82,10119,20743,0.0625
83,10119,20750,0.0625
84,10119,20890,0.05
85,10119,20900,0.04
86,10119,21012,0.043478260869565216
87,10119,21019,0.1875
88,10119,21090,0.02830188679245283
89,10119,30110,0.10714285714285714
90,10119,30192,0.023809523809523808
91,10119,30193,0.16326530612244897
92,10119,30199,0.0625
93,10119,30212,0.104
94,10119,30219,0.01818181818181818
95,10119,30221,0.2571428571428571
96,10119,30231,0.054945054945054944
97,10119,30250,0.17391304347826086
98,10119,30265,0.047619047619047616
99,10119,30270,0.04
100,10119,30321,0.034482758620689655
101,10119,30322,0.17073170731707318
102,10119,30331,0.0625
103,10119,30332,0.037037037037037035
104,10119,30333,0.041666666666666664
105,10119,30341,0.1
106,10119,30342,0.06382978723404255
107,10119,30349,0.11538461538461539
108,10119,30360,0.11428571428571428
109,10119,30372,0.02127659574468085
110,10119,30373,0.2631578947368421
111,10119,30375,0.015873015873015872
112,10119,30376,0.14285714285714285
113,10119,30377,0.08
114,10119,30379,0.23529411764705882
115,10119,30410,0.16
116,10119,30420,0.1
117,10119,30490,0.21212121212121213
118,10119,30510,0.0625
119,10119,30530,0.0625
120,10119,30542,0.0625
121,10119,30549,0.2777777777777778
122,10119,30551,0.2777777777777778
123,10119,30559,0.0625
124,10119,30563,0.024390243902439025
125,10119,30569,0.1875
126,10119,30611,0.023809523809523808
127,10119,30619,0.14285714285714285
128,10119,30621,0.2
129,10119,30622,0.07142857142857142
130,10119,30624,0.1276595744680851
131,10119,30710,0.17391304347826086
132,10119,30721,0.1875
133,10119,30731,0.07272727272727272
134,10119,30739,0.0625
135,10119,30741,0.125
136,10119,30751,0.07692307692307693
137,10119,30799,0.05263157894736842
138,10119,40120,0.10526315789473684
139,10119,40210,0.0847457627118644
140,10119,40229,0.25
141,10119,40299,0.0625
142,10119,40310,0.06
143,10119,40410,0.0763888888888889
144,10119,40500,0.125
145,10119,40620,0.050505050505050504
146,10119,40630,0.06896551724137931
147,10119,40640,0.1095890410958904
148,10119,40891,0.09523809523809523
149,10119,50100,0.07446808510638298
150,10119,50290,0.07446808510638298
151,10119,50300,0.16666666666666666
152,10119,50400,0.16129032258064516
153,10119,50510,0.058823529411764705
154,10119,50690,0.10714285714285714
155,10119,50800,0.125
156,10119,51000,0.21052631578947367
157,10119,51110,0.06349206349206349
158,10119,51191,0.0625
159,10119,60120,0.0625
160,10119,60220,0.043478260869565216
161,10119,60240,0.13043478260869565
162,10119,60299,0.1282051282051282
163,10119,60390,0.0625
164,10119,60491,0.037037037037037035
165,10119,60499,0.16
166,10119,70110,0.05
167,10119,70190,0.02857142857142857
168,10119,70320,0.058823529411764705
169,10119,70390,0.25
170,10119,70410,0.0625
171,10119,70490,0.0625
172,10119,70511,0.03333333333333333
173,10119,70519,0.3125
174,10119,70529,0.0625
175,10119,70810,0.05714285714285714
176,10119,70820,0.17142857142857143
177,10119,70910,0.1111111111111111
178,10119,70920,0.05263157894736842
179,10119,70930,0.1
180,10119,70951,0.02127659574468085
181,10119,70952,0.1016949152542373
182,10119,70960,0.28
183,10119,71030,0.06060606060606061
184,10119,71110,0.02857142857142857
185,10119,71140,0.14893617021276595
186,10119,71210,0.09523809523809523
187,10120,10120,1.0
188,10120,20312,0.05
189,10120,20641,0.02040816326530612
190,10120,20649,0.044444444444444446
191,10120,20721,0.25
192,10120,20890,0.05
193,10120,21090,0.03773584905660377
194,10120,30192,0.047619047619047616
195,10120,30193,0.02040816326530612
196,10120,30212,0.016
197,10120,30223,0.08333333333333333
198,10120,30231,0.02197802197802198
199,10120,30232,0.07142857142857142
200,10120,30240,0.07692307692307693
201,10120,30261,0.07142857142857142
202,10120,30265,0.047619047619047616
203,10120,30266,0.16666666666666666
204,10120,30270,0.02
205,10120,30321,0.06896551724137931
206,10120,30332,0.037037037037037035
207,10120,30342,0.02127659574468085
208,10120,30350,0.02631578947368421
209,10120,30360,0.02857142857142857
210,10120,30372,0.06382978723404255
211,10120,30373,0.02631578947368421
212,10120,30375,0.06349206349206349
213,10120,30380,0.06666666666666667
214,10120,30410,0.04
215,10120,30563,0.04878048780487805
216,10120,30611,0.011904761904761904
217,10120,30613,0.016129032258064516
218,10120,30619,0.05357142857142857
219,10120,30731,0.03636363636363636
220,10120,30759,0.09302325581395349
221,10120,40210,0.05084745762711865
222,10120,40410,0.020833333333333332
223,10120,40490,0.08
224,10120,40620,0.04040404040404041
225,10120,40630,0.034482758620689655
226,10120,40640,0.0547945205479452
227,10120,40690,0.05555555555555555
228,10120,40891,0.07142857142857142
229,10120,50210,0.1111111111111111
230,10120,50290,0.031914893617021274
231,10120,50710,0.037037037037037035
232,10120,50790,0.15384615384615385
233,10120,50800,0.0625
234,10120,51000,0.05263157894736842
235,10120,51110,0.047619047619047616
236,10120,60210,0.06666666666666667
237,10120,60240,0.08695652173913043
238,10120,60491,0.037037037037037035
239,10120,70190,0.05714285714285714
240,10120,70810,0.02857142857142857
241,10120,70820,0.02857142857142857
242,10120,70910,0.022222222222222223
243,10120,70951,0.02127659574468085
244,10120,71110,0.05714285714285714
245,10120,71140,0.02127659574468085
246,10120,71220,0.047619047619047616
247,10210,10210,1.0
248,10210,10392,0.1
249,10210,10410,0.04
250,10210,10600,0.03508771929824561
251,10210,20110,0.02857142857142857
252,10210,20210,0.011235955056179775
253,10210,20322,0.14285714285714285
254,10210,20421,0.014084507042253521
255,10210,20441,0.05
256,10210,20442,0.1
257,10210,20610,0.08333333333333333
258,10210,20622,0.013157894736842105
259,10210,20649,0.022222222222222223
260,10210,20723,0.043478260869565216
261,10210,20741,0.05555555555555555
262,10210,20890,0.05
263,10210,21012,0.021739130434782608
264,10210,21090,0.009433962264150943
265,10210,30212,0.008
266,10210,30232,0.023809523809523808
267,10210,30349,0.019230769230769232
268,10210,30360,0.02857142857142857
269,10210,30375,0.015873015873015872
270,10210,30377,0.02
271,10210,30490,0.030303030303030304
272,10210,30611,0.011904761904761904
273,10210,30624,0.02127659574468085
274,10210,30751,0.038461538461538464
275,10210,40210,0.01694915254237288
276,10210,40310,0.04
277,10210,40410,0.006944444444444444
278,10210,40500,0.1111111111111111
279,10210,40620,0.020202020202020204
280,10210,50100,0.010638297872340425
281,10210,50300,0.1111111111111111
282,10210,50510,0.058823529411764705
283,10210,51110,0.015873015873015872
284,10210,60491,0.037037037037037035
285,10210,70519,0.1111111111111111
286,10210,70951,0.0425531914893617
